id_venda;cod_cliente;Des_Cliente;cod_produto;nom_produto;cod_marca;des_marca;Ano_venda;Mês_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota
4,471;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;6;20;20/06/2014;3;875.0;654
4,905;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;7;9;09/07/2014;2;875.0;389
5,133;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;12;19;19/12/2015;3;875.0;893
5,238;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;9;9;09/09/2014;2;875.0;1,095
5,318;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;3;21;21/03/2014;2;875.0;176
5,324;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;7;14;14/07/2015;2;875.0;1,469
5,415;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;8;28;28/08/2015;2;875.0;638
5,491;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;9;22;22/09/2014;3;875.0;450
5,902;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;12;2;02/12/2015;2;875.0;382
5,905;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;1;28;28/01/2015;2;875.0;114
5,914;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;5;9;09/05/2015;3;875.0;675
6,028;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;4;21;21/04/2014;2;875.0;1,496
6,058;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;2;28;28/02/2015;3;875.0;1,435
6,128;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;4;11;11/04/2014;1;875.0;1,455
6,204;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;7;3;03/07/2014;2;875.0;110
6,357;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;7;8;08/07/2015;3;875.0;388
6,513;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;3;11;11/03/2015;3;875.0;610
6,653;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;5;6;06/05/2015;2;875.0;1,243
6,918;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;6;18;18/06/2015;2;875.0;454
6,959;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;6;15;15/06/2015;1;875.0;94
7,013;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;4;6;06/04/2014;3;875.0;986
7,044;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;2;15;15/02/2014;2;875.0;861
7,298;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;7;7;07/07/2015;2;875.0;1,494
7,395;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;1;16;16/01/2014;1;875.0;1,146
7,435;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;10;17;17/10/2014;3;875.0;1,145
7,828;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;4;4;04/04/2015;3;875.0;671
8,521;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;6;20;20/06/2015;1;875.0;1,487
8,561;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;12;2;02/12/2014;2;875.0;726
8,577;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;11;23;23/11/2014;2;875.0;1,390
9,118;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;6;6;06/06/2014;3;875.0;1,085
9,275;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;11;15;15/11/2014;1;875.0;1,077
9,297;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;11;25;25/11/2015;2;875.0;797
9,503;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;4;10;10/04/2015;1;875.0;591
9,591;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;4;7;07/04/2014;3;875.0;1,494
10,117;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;5;11;11/05/2015;2;875.0;59
10,125;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;10;20;20/10/2014;2;875.0;363
10,274;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;8;7;07/08/2014;2;875.0;729
10,384;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;8;13;13/08/2015;1;875.0;1,200
10,516;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,015;7;22;22/07/2015;1;875.0;270
10,531;6;REGINALDO ROSSI;8;TELEFONE SEM FIO;5;SAMSUNG;2,014;8;5;05/08/2014;2;875.0;1,130
194;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;4;1;01/04/2014;2;5.3;62
275;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;2;3;03/02/2015;3;5.3;1,034
425;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;4;25;25/04/2015;2;5.3;361
503;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;13;13/06/2014;1;5.3;758
516;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;12;24;24/12/2014;1;5.3;518
790;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;5;16;16/05/2014;3;5.3;733
1,293;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;4;20;20/04/2014;2;5.3;757
1,299;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;1;01/06/2014;1;5.3;33
1,366;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;10;15;15/10/2015;3;5.3;1,202
1,553;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;5;2;02/05/2015;1;5.3;674
1,678;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;3;8;08/03/2015;2;5.3;892
1,815;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;4;1;01/04/2014;3;5.3;413
1,868;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;8;27;27/08/2014;3;5.3;353
1,937;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;27;27/06/2014;1;5.3;870
1,987;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;8;6;06/08/2014;1;5.3;856
2,084;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;1;3;03/01/2015;1;5.3;243
2,231;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;4;21;21/04/2015;1;5.3;655
2,378;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;10;24;24/10/2014;3;5.3;695
2,423;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;12;10;10/12/2015;1;5.3;1,355
2,515;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;7;6;06/07/2014;1;5.3;137
2,565;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;2;14;14/02/2014;2;5.3;945
2,759;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;1;18;18/01/2014;3;5.3;313
2,786;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;2;13;13/02/2015;3;5.3;1,120
3,111;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;8;1;01/08/2015;2;5.3;1,471
3,389;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;9;27;27/09/2015;3;5.3;925
3,596;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;4;20;20/04/2015;2;5.3;123
3,610;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;5;2;02/05/2015;1;5.3;1,478
3,829;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;3;2;02/03/2015;3;5.3;399
3,895;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;3;18;18/03/2015;3;5.3;106
3,960;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;2;5;05/02/2014;3;5.3;871
3,982;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;12;6;06/12/2014;1;5.3;1,392
4,054;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;3;10;10/03/2015;3;5.3;445
4,237;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;6;3;03/06/2015;3;5.3;669
4,252;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;3;24;24/03/2015;3;5.3;617
4,485;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;12;10;10/12/2014;3;5.3;984
4,779;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;3;16;16/03/2015;1;5.3;925
4,820;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;2;17;17/02/2015;2;5.3;497
5,008;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;12;27;27/12/2015;3;5.3;856
5,128;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;7;07/06/2014;1;5.3;378
5,174;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;11;21;21/11/2014;3;5.3;655
5,288;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;18;18/06/2014;2;5.3;1,124
5,339;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;2;10;10/02/2015;2;5.3;683
5,519;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;8;20;20/08/2014;3;5.3;210
6,071;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;21;21/06/2014;1;5.3;562
6,173;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;6;11;11/06/2015;1;5.3;423
6,250;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;11;9;09/11/2014;2;5.3;955
6,269;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;6;1;01/06/2015;2;5.3;439
6,275;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;4;3;03/04/2014;1;5.3;1,119
6,391;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;6;20;20/06/2015;2;5.3;1,371
6,854;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;11;7;07/11/2014;1;5.3;785
6,992;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;11;28;28/11/2014;3;5.3;761
7,101;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;10;17;17/10/2014;1;5.3;656
7,140;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;12;1;01/12/2014;3;5.3;1,180
7,430;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;7;25;25/07/2014;1;5.3;291
7,622;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;9;13;13/09/2015;1;5.3;1,212
7,712;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;5;4;04/05/2015;1;5.3;1,258
7,774;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;11;15;15/11/2015;2;5.3;504
7,785;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;5;12;12/05/2014;2;5.3;965
7,964;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;8;8;08/08/2015;2;5.3;1,391
7,972;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;7;10;10/07/2015;3;5.3;1,290
8,012;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;3;3;03/03/2014;2;5.3;1,457
8,088;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;5;1;01/05/2014;2;5.3;1,210
8,319;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;6;19;19/06/2014;3;5.3;585
8,450;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;4;13;13/04/2014;3;5.3;640
8,477;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;2;13;13/02/2015;3;5.3;541
8,579;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;11;18;18/11/2015;3;5.3;1,110
8,598;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;8;3;03/08/2015;1;5.3;1,264
8,665;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;3;6;06/03/2014;1;5.3;873
8,690;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;11;28;28/11/2014;3;5.3;1,348
8,845;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;7;18;18/07/2014;2;5.3;576
8,992;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;12;19;19/12/2014;2;5.3;1,397
9,137;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;12;18;18/12/2015;3;5.3;1,262
9,184;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;5;9;09/05/2014;2;5.3;1,081
9,555;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;9;6;06/09/2015;1;5.3;676
9,769;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;2;23;23/02/2014;2;5.3;1,031
9,810;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;12;11;11/12/2014;2;5.3;911
9,929;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;4;13;13/04/2014;1;5.3;830
10,003;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,015;11;11;11/11/2015;2;5.3;2
10,036;1;JOÃO DO PULO;12;BORRACHA;7;TILIBRA;2,014;10;15;15/10/2014;3;5.3;1,326
105;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;5;26;26/05/2015;3;5.3;286
143;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;8;22;22/08/2015;2;5.3;947
363;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;3;03/01/2014;1;5.3;377
553;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;5;6;06/05/2014;3;5.3;1,457
556;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;9;2;02/09/2014;2;5.3;826
613;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;5;22;22/05/2015;3;5.3;447
713;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;7;11;11/07/2015;1;5.3;89
737;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;6;14;14/06/2014;1;5.3;1,238
784;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;12;15;15/12/2015;3;5.3;320
999;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;20;20/11/2014;1;5.3;1,166
1,033;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;2;2;02/02/2014;1;5.3;1,220
1,045;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;15;15/11/2014;1;5.3;932
1,057;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;28;28/01/2014;2;5.3;486
1,171;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;2;7;07/02/2015;3;5.3;66
1,176;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;5;2;02/05/2015;1;5.3;1,396
1,414;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;7;7;07/07/2014;3;5.3;255
1,680;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;5;12;12/05/2014;2;5.3;1,344
1,737;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;3;12;12/03/2014;2;5.3;1,236
1,789;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;9;23;23/09/2015;2;5.3;282
2,073;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;8;10;10/08/2015;2;5.3;949
2,323;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;5;11;11/05/2015;1;5.3;1,469
2,743;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;4;10;10/04/2014;1;5.3;547
2,778;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;6;18;18/06/2015;1;5.3;515
2,816;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;19;19/11/2014;2;5.3;1,242
2,827;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;3;5;05/03/2015;3;5.3;920
2,987;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;5;05/01/2014;3;5.3;1,451
3,071;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;2;25;25/02/2014;3;5.3;872
3,170;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;12;19;19/12/2015;3;5.3;741
3,290;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;7;23;23/07/2014;1;5.3;826
3,568;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;12;20;20/12/2014;2;5.3;1,013
3,613;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;4;18;18/04/2015;2;5.3;227
3,689;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;6;21;21/06/2015;1;5.3;60
3,715;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;6;26;26/06/2014;2;5.3;1,468
3,724;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;3;18;18/03/2014;3;5.3;453
3,840;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;1;8;08/01/2015;2;5.3;1,311
3,899;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;7;28;28/07/2014;2;5.3;305
3,948;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;2;21;21/02/2015;3;5.3;1,070
4,045;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;4;04/11/2014;3;5.3;469
4,128;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;8;08/01/2014;2;5.3;698
4,490;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;17;17/01/2014;3;5.3;1,330
4,561;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;3;1;01/03/2015;3;5.3;519
4,767;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;9;19;19/09/2015;1;5.3;616
4,835;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;1;8;08/01/2015;2;5.3;616
5,037;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;7;12;12/07/2015;3;5.3;312
5,139;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;10;1;01/10/2014;2;5.3;203
5,308;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;1;24;24/01/2015;1;5.3;730
5,582;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;12;11;11/12/2014;3;5.3;1,311
5,629;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;18;18/11/2014;3;5.3;553
5,752;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;7;25;25/07/2015;2;5.3;25
5,876;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;4;14;14/04/2015;1;5.3;1,000
5,987;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;9;9;09/09/2014;3;5.3;938
6,023;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;5;8;08/05/2014;2;5.3;657
6,089;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;10;19;19/10/2014;1;5.3;1,319
6,221;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;3;21;21/03/2015;1;5.3;1,025
6,379;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;4;7;07/04/2015;2;5.3;46
6,614;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;11;5;05/11/2015;1;5.3;503
6,638;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;9;6;06/09/2015;3;5.3;885
6,639;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;2;16;16/02/2014;3;5.3;560
6,675;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;4;2;02/04/2014;1;5.3;541
6,862;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;6;4;04/06/2014;2;5.3;329
6,997;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;15;15/01/2014;1;5.3;1,133
7,045;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;9;12;12/09/2015;2;5.3;487
7,062;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;25;25/11/2014;2;5.3;1,415
7,120;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;10;3;03/10/2015;2;5.3;316
7,296;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;11;18;18/11/2014;3;5.3;256
7,579;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;8;19;19/08/2014;1;5.3;259
7,672;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;7;19;19/07/2014;1;5.3;1,196
7,740;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;1;4;04/01/2015;3;5.3;1,304
8,011;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;5;27;27/05/2015;2;5.3;9
8,237;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;6;21;21/06/2014;3;5.3;62
8,389;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;12;7;07/12/2015;1;5.3;505
8,595;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;8;16;16/08/2014;2;5.3;459
8,806;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;4;7;07/04/2015;3;5.3;432
9,001;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;4;3;03/04/2015;1;5.3;59
9,243;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;3;26;26/03/2015;1;5.3;457
9,289;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;8;18;18/08/2014;1;5.3;1,437
9,313;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;10;11;11/10/2014;2;5.3;271
9,412;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;2;5;05/02/2014;3;5.3;684
9,416;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;4;7;07/04/2014;2;5.3;491
9,689;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;12;7;07/12/2015;3;5.3;116
9,727;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,014;1;22;22/01/2014;2;5.3;984
10,086;2;BENITO DE PAULA;12;BORRACHA;7;TILIBRA;2,015;7;27;27/07/2015;3;5.3;784
203;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;11;18;18/11/2015;3;5.3;1,238
251;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;12;20;20/12/2014;1;5.3;209
321;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;9;17;17/09/2015;2;5.3;694
330;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;3;16;16/03/2014;1;5.3;447
371;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;2;4;04/02/2015;2;5.3;357
701;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;12;24;24/12/2014;2;5.3;889
793;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;11;9;09/11/2014;2;5.3;527
1,088;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;4;25;25/04/2014;3;5.3;1,326
1,089;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;1;14;14/01/2015;1;5.3;1,348
1,211;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;5;4;04/05/2014;3;5.3;754
1,497;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;8;18;18/08/2015;3;5.3;308
1,505;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;7;27;27/07/2014;1;5.3;319
1,681;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;5;24;24/05/2015;1;5.3;341
1,749;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;11;18;18/11/2014;2;5.3;1,103
2,088;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;12;7;07/12/2015;2;5.3;1,159
2,430;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;12;25;25/12/2014;2;5.3;124
2,681;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;5;6;06/05/2014;3;5.3;916
2,802;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;11;5;05/11/2014;3;5.3;764
2,832;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;8;18;18/08/2015;3;5.3;424
2,860;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;4;11;11/04/2014;3;5.3;787
2,875;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;10;12;12/10/2015;1;5.3;1,411
3,163;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;12;4;04/12/2014;3;5.3;1,240
3,350;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;7;24;24/07/2015;3;5.3;224
3,598;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;3;3;03/03/2015;2;5.3;1,113
3,680;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;9;1;01/09/2014;1;5.3;868
3,681;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;8;3;03/08/2015;2;5.3;1,217
3,779;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;2;16;16/02/2015;3;5.3;1,072
3,872;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;11;6;06/11/2015;2;5.3;968
3,898;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;9;12;12/09/2015;3;5.3;1,295
4,057;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;9;11;11/09/2015;1;5.3;998
4,559;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,014;8;24;24/08/2014;3;5.3;979
5,194;3;RENATO RUSSO;12;BORRACHA;7;TILIBRA;2,015;4;25;25/04/2015;3;5.3;476
